"key",cn,zh,en,pt
error1108,"用户名非法,不能包含Emoji,@,%以及逗号(,)等违法字符","用戶名非法,不能包含Emoji,@,%以及逗號(,)等違法字符","invalid user name,cannot contain characters such as Emoji, @,% and comma (,).","Não é permitido o uso de caracteres especial no nome de usuário como @, % e “,”",,,,
error1109,用户名已经存在,用戶名已經存在,User name already exists,Usuário já existente,,,,
error1200,参数错误,參數錯誤,Parameter error,Erro de parâmetro,,,,
error1201,无公会操作权限,無公會操作權限,No club operate authority,Não possui autoridade de clube,,,,
error1202,公会创建中,公會創建中,Club is creating,Criando clube,,,,
error1203,已有公会,已有公會,Existing club,Clubes existentes,,,,
error1204,公会名称重复,公會名稱重復,Duplicate club name,Nome de clube duplicado,,,,
error1205,公会不存在,公會不存在,Club is not exist ,Clube não existente,,,,
error1206,超出公会人员上限,超出公會人員上限,Exceeding the Club member Limit,Ultrapassado número de usuários do clube,,,,
error1207,公会查找无结果,公會查找無結果,Club search No Results,Sem resultado para procura do clube,,,,
error1208,公会基金冻结,公會基金凍結,Club Fund Freeze,Congelamento do fundo do clube,,,,
error1209,公会基金不足,公會基金不足,Insufficient club funds,Fundos do clube insuficientes,,,,
error1210,"更改交易模式过于频繁,7天内只允许更改一次","更改交易模式過於頻繁,7天內只允許更改壹次","Change the trading mode too frequently, allowing only one time change in 7 days",É permitida apenas uma alteração de negociação a cada 7 dias.,,,,
error1212,提豆订单不存在,提豆订单不存在,Withdraw order is not exist,Ordem de saque não existente,,,,
error1213,金豆数不在范围内或者不是100的倍数,金豆数不在范围内或者不是100的倍数,The golden chips are not within the standart limit or are not multples of 100,Moedas não estão dentro do padrão limite ou não são múltiplos de 100,,,,
error1214,输入金额已超出交收额度,输入金额已超出交收额度, input amount has exceeded the settlement limit,O valor inserido excede o limite disponível,,,,
error1215,输入金额已超出公会基金,输入金额已超出公會基金,input amount has exceeded the  club fund,O valor inserido excedo o limite do fundo,,,,
error1300,公会已有联盟,公會已有聯盟,The club has an alliance,O clube possui uma aliança,,,,
error1301,联盟名称重复,聯盟名稱重復,Duplicate alliance name,Aliança com nome duplicado,,,,
error1302,没有加入的联盟,沒有加入的聯盟,The alliance hasn't join,Não possui aliança,,,,
error1303,无联盟操作权限,無聯盟操作權限,No alliance operation rights,Não possui direitos de operação para aliança,,,,
error1304,不能踢出主公会,不能踢出主公會,Can't kick out the main club,Não pode expulsar o clube principal,,,,
error1305,联盟创建中,聯盟創建中,Alliance is Creating,Criando aliança,,,,
error1306,联盟不存在该公会,聯盟不存在該公會,No Club exists in the alliance,Não existem clubes na aliança,,,,
error1307,参数错误,參數錯誤,Parameter error,Erro de parâmetro,,,,
error1308,已经向该联盟申请过,已經向該聯盟申請過,Already applied to the Alliance,Você já aplicou para entrar na aliança,,,,
error1400,没有开通VIP,沒有開通VIP,You are not VIP,Você não possui VIP ativo,,,,
error1401,没有破隐权限,沒有破隱權限,No unlock rights ,Não possui privilégios ativos,,,,
error1402,已破隐,已破隱,Unlocked,Desbloqueado,,,,
error1403,可以破隐，未破隐,可以破隱，未破隱,"Can unlock, not unlock yet.","Pode desbloquear, porém ainda não desbloqueado",,,,
error1404,缺失必要参数,缺失必要參數,Missing necessary parameters,Falta de parâmetro necessários,,,,
error1405,参数不合法,參數不合法,Illegal parameter,Erro de parâmetro,,,,
error1406,VIP无法降级,VIP無法降級,VIP cannot be downgraded,VIP não pode ser rebaixado,,,,
error1407,VIP升级无效,VIP升級無效,VIP upgrade invalid,Upgrade de VIP inválido,,,,
error1500,请先加入公会，才可以成为推广员,請先加入公會，才可以成為推廣員,Please join the club before you can become a promoter.,Por favor se junte a um clube antes de se tornar um promotor,,,,
error1501,玩家详细信息不存在,玩家詳細信息不存在,Player details do not exist,Detalhes do jogador não existentes,,,,
error1502,推广员绑定上下级关系失败,推廣員綁定上下級關系失敗,Promoter failed to bind superior-subordinate relationship,Falha ao vincular relação subordinada,,,,
error1503,插入用户推广信息表出错,插入用戶推廣信息表出錯,Error inserting user promotion information table,Erro ao inserir tabela de informações promocionais do usuário,,,,
error1600,"昵称非法,不能包含Emoji,@,%以及逗号(,)等违法字符","昵稱非法,不能包含Emoji,@,%以及逗號(,)等違法字符","invalid nickname, can not contain invalid characters such as Emoji, @,% and comma (,)","Usuário inválido, não é permitido uso de caracteres especiais como: @, % “,” ou emoji.",,,,
error1601,超过了最大备注数,超過了最大備註數,More than the maximum number of remarks,Excedeu número máximo de notas,,,,
error1700,没有收货地址,沒有收貨地址,No shipping address,Sem endereço de entrega,,,,
error1701,没有奖品,沒有獎品,No prizes,Sem prêmios,,,,
error1702,正在申请,正在申請,Applying,Solicitando,,,,
error1703,已经领取,已經領取,Received,Recebido,,,,
error1800,收藏牌谱超过限制,收藏牌譜超過限制,Collected hand records Over Limits,A coleção de cartas excede o limite,,,,
error1900,没有该牌局类型,沒有該牌局類型,Game type error,Não possui tal modalidade de jogo,,,,
error2000,Jackpot配置数据缺失,Jackpot配置數據缺失,Jackpot configuration data missing,Dados de configuração do jacklot em falta,,,,
error2001,房间将在1分钟内关闭，无法进入,房間將在1分鐘內關閉，無法進入,The room will be closed within 1 min &  can`t be entered,"Entrada não permitida, a sala fechará em menos de 1 minuto",,,,
error2002,权限不足,權限不足,insufficient permissions,Nível de permissão insuficiente,,,,
error2003,无法连接牌局服务器,無法連接牌局服務器,Unable to connect to table Server,Não foi possível fazer uma conexão com o servidor,,,,
error2004,账号已被冻结,賬號已被凍結,Account has been frozen,Usuário Bloqueado,,,,
error2005,请先加入公会,请先加入公会,Please joining the club first,"Por favor, entre no clube primeiro ",,,,
error2006,玩家所属公会已被关闭,玩家所屬公會已被關閉,The players club has been closed,O clube do que você faz parte foi fechado,,,,
error2007,玩家所属公会未绑定联盟,玩家所屬公會未綁定聯盟,Unbound Alliance of Player's Club,O clube que você pertence não está vinculado a uma aliança,,,,
error2008,玩家所属公会转移中或已被踢出,玩家所屬公會轉移中或已被踢出,player's club has been transferred or kicked out,O clube que você faz parte foi transferido ou expulso,,,,
error2009,用户已被踢出,用戶已被踢出,User has been kicked out,Usuário expulso,,,,
error2100,分享赚金豆功能没有开启,分享賺金豆功能沒有開啟,Promote to earning chips feature not turned on,O compartilhamento de moedas não está ativo,,,,
error2101,请先加入公会，才可以成为推广员,請先加入公會，才可以成為推廣員,Please join the club before you can become a promoter.,Por favor se junte a um clube antes de se tornar um promotor,,,,
error2103,邀请码错误，请重新输入,邀請碼錯誤，請重新輸入,"Invitation Code Error, please re-enter","Código de validação incorreto, por favor tente novamente",,,,
error2104,账户金豆数量不足！,賬戶金豆數量不足！,Insufficient number of golden chips in the account!,Número de moedas insuficientes ,,,,
error2105,您输入的二级密码有误,您輸入的二級密碼有誤,The secondary password you entered is wrong.,A sua senha de segundo nível está incorreta,,,,
error2106,邀请码注册失败！,邀請碼註冊失敗！,Invitation Code failed to register!,Falha no registro do código de verificação,,,,
error2107,已通过邀请码注册过,已通過邀請碼註冊過,Invitation Code already registered.,Código de verificação já registrado,,,,
error2102,你已经是推广员,妳已經是推廣員,You're already a promotor,Você já é um promotor,,,,
error2108,支付订单不存在,支付订单不存在,payment order is not exist,Ordem de pagamento inexistente,,,,
error2109,需要成为推广员才能查看,需要成為推廣員才能查看,You need to be a promotionist to view it,Você precisa se tornar promotor para visualizar,,,,
error2110,绑定推广员上下级关系错误,綁定推廣員上下級關系錯誤,Binding Promoter Relations Error,Erro ao vincular relação subordinada,,,,
error2200,钱包已被停用,錢包已被停用,Wallet has been disabled,Carteira foi desabilitada,,,,
error2201,"提现金豆数在10,000~1,000,000范围内,并且是100的整数倍","提現金豆數在10,000~1,000,000範圍內,並且是100的整數倍","Withdraw chips in the range of 10,000-1,000,000, and should be an integral multiple of 100",Valor de saque precisa estar entre 10.000 a 1.000.000 de moedas e precisa ser múltiplo de 100,,,,
error2202,不支持该交易方式(支付宝),不支持該交易方式(支付寶),Does not support this transaction (Alipay).,Não suporta este meio de transação (Alipay),,,,
error2203,提款账号信息正在审核中，暂不能修改,提款賬號信息正在審核中，暫不能修改,"Withdrawal account information under review, cannot be modified temporarily","Conta de saque sob revisão, não pode ser alterada no momento",,,,
error2204,没有提款账户信息,沒有提款賬戶信息,No withdrawal account information,Não possui informações sobre conta de saque,,,,
error2205,无法充值提现，请联系客服,無法充值提現，請聯系客服,"Unable to recharge and withdraw cash, please contact customer service","Impossivel depositar ou sacar, por favor entre em contato com nossa central de atendimento",,,,
error2206,渠道钱包已经被停用,渠道錢包已經被停用,Channel wallet has been disabled,O canal da carteira foi desabilitado,,,,
error2207,转入方钱包已经停用,轉入方錢包已經停用,Payee's wallet has been disabled,A carteira de transferencia foi desabilidada,,,,
error2208,超过每日转豆额,超過每日轉豆額,Beyond the daily amount of chips you can transferred,Excedido limite diário de transferências de moedas,,,,
error2209,不能给自己转豆,不能給自己轉豆,Can't transfer chips to yourself,Não permitido transferência de moedas para você mesmo,,,,
error2210,转入方用户不存在,轉入方用戶不存在,Payee does not exist,Pagador inexistente,,,,
error2211,"待支付订单超过5笔,无法继续充值","待支付訂單超過5筆,無法繼續充值","More than 5 orders to be paid, unable to recharge","Não foi possível a recarga, mais de 5 ordens de pagamento em processamento",,,,
error2212,超出充值金额范围,超出充值金額範圍,Beyond the scope of recharge amount,Ultrapassado limite de recarga,,,,
error2213,支付请求失败，请稍后重试,支付請求失敗，請稍後重試,"Payment request failed, please try again later","Pedido de pagamento falhou, por favor tente novamente mais tarde",,,,
error2214,"单笔转豆最低1,000最高5,000,000豆","單筆轉豆最低1,000最高5,000,000豆","1,000 minimum and 5,000,000 maximum","Limite de transferência única, mínimo 1000 máximo 5.000.000",,,,
error2215,一张银行卡只能绑定2个ID号码,一張銀行卡只能綁定2個ID號碼,Only two ID number can be bound to one bank card,Um cartão de crédito só pode ser vinculado a duas contas,,,,
error1110,支付密码错误,支付密碼錯誤,Payment password error,Erro de senha de pagamento,,,,
error2300,每个牌局只能投诉三次,每個牌局只能投訴三次,Only three complaints per table,Só são aceitas 3 denúncias por partida,,,,
error105,服务器维护中，请稍后重试,服務器維護中，請稍後重試,"Server maintenance, please try again later","Servidor em manutenção, por favor tente mais tarde",,,,
ServerMaintenance,亲爱的玩家:\n服务器正在维护中，请稍后再试。\n\n【停服时间】\n<size=40>{0}</size>\n请妥善安排游戏时间,親愛的玩家\n服務器正在維護中，請稍後再試。\n\n【停服時間】\n<size=40>{0}</size>\n請：活動安排遊戲時間,"Dear player:\nThe server is under maintenance, please try again later.\n\n[Stop service time]\n<size=40>{0}</size>\nPlease arrange the game time properly","Querido jogador, \n o servidor está sob manutenção, por favor tente mais tarde.\n\n[tempo de parada]\n<size=40>{0}</size>\nPor favor organize seu horário de jogo",,,,
roomError6_1,用户不存在,用戶不存在,User is not exist,Usuário inexistente,,,,
roomError6_2,密码输入错误,密碼輸入錯誤,Password is wrong ,Senha Incorreta,,,,
roomError6_3,一般错误,壹般錯誤,General Error ,Erro Geral,,,,
roomError6_4,您的客户端版本太低，请前往更新,您的客戶端版本太低，請前往更新,"Your client version is too low, please update ","Sua versão está desatualizada, por favor atualize",,,,
roomError6_5,您正在一台新设备登录，为了账号安全请进行安全验证,您正在一台新設備登錄，為了賬號安全請進行安全驗證,"You are logging in on a new device, please perform security verification for account security ","Você está fazendo login em um novo aparelho, por favor valide seu código de segurança",,,,
roomError6_6,其他错误,其他錯誤,Other Errors ,Outros erros,,,,
roomError6_7,您的账号已被停用,您的賬號已被停用,Your account has been disabled ,Sua conta foi desabilitada,,,,
roomError6_8,账号异常，无法登录,賬號異常，無法登錄,"Account exception, unable to log in","Erro na conta, não foi possível conectar",,,,
roomError8_7,您的账号已被停用,您的賬號已被停用,Your account has been disabled ,Sua conta foi desabilitada,,,,
roomError12_1,比赛已结束,比賽已結束,The game is over,O jogo acabou,,,,
roomError12_2,房间已经解散。,房間已經解散。,The room has been disbanded.,A sala foi desabilitada,,,,
roomError12_3,房间内观众较多，进入失败。请稍后再试,房間內觀眾較多，進入失敗。請稍後再試,"Failed to enter, please try again later","Sala cheia, erro ao conectar. Tente novamente mais tarde",,,,
roomError12_4,请先在之前游戏的房间站起再重新进入新房间,請先在之前遊戲的房間站起再重新進入新房間,Please stand up in the room you playing and re-enter.,"Por favor, desocupe a sala anterior,  antes de entrar em uma sala nova",,,,
roomError18_1,座位已被别的玩家坐下 ,座位已被別的玩家坐下 ,Seat has been seated by other players ,Assento já ocupado por outro jogador,,,,
roomError18_2,有相同IP玩家 ,有相同IP玩家 ,Has the same IP player ,Possui jogador com o mesmo IP,,,,
roomError18_3,游戏即将结束 ,遊戲即將結束 ,The game is coming to an end ,O jogo está prestes a acabar,,,,
roomError18_4,信用额度不足 ,信用額度不足 ,Insufficient credit line ,Limite de crédito insuficiente,,,,
roomError18_5,正在游戏中，无法站起 ,正在遊戲中，無法站起 ,Can't stand up when playing,Impossível se levantar durante um jogo,,,,
roomError18_6,未知错误 ,未知錯誤 ,Unknown Error,Erro desconhecido,,,,
roomError18_7,有GPS位置相近玩家 ,有GPS位置相近玩家 ,Same GPS player on table,Possui jogadores com localização similar,,,,
roomError18_8,未知错误 ,未知錯誤 ,Unknown Error,Erro desconhecido,,,,
roomError18_12,坐下失败，已提前离桌 ,坐下失敗，已提前離桌 ,Failed to sit down. Left the table early,Não conseguiu sentar-se e saiu da mesa mais cedo,,,,
roomError18_13,你已被冻结 ,妳已被凍結 ,You're frozen,Sua conta foi bloqueada,,,,
roomError19_1,操作失败，重新弹操作框 ,操作失敗，重新彈操作框 ,"Failed, rebound operation box ","A operação falhou, abra novamente a caixa de operação",,,,
roomError19_6,操作轮数和服务器不对应，重连,操作輪數和服務器不對應，重連,"Number of rounds of operation does not correspond to the server, reconnect","O número de rodadas não corresponde ao do servidor, reconecte",,,,
roomError53_1,错误，需要重连,錯誤，需要重連,"Error, requiring reconnection","Erro, reconecte",,,,
roomError68_1,失败,失敗,Failure,Erro,,,,
roomError69_1,失败,失敗,Failure,Erro,,,,
roomError72_1,失败,失敗,Failure,Erro,,,,
roomError78_1,失败,失敗,Failure,Erro,,,,
roomError82_1,失败,失敗,Failure,Erro,,,,
roomError86_1,失败,失敗,Failure,Erro,,,,
roomError86_2,金豆不足,金豆不足,chips Insufficiency,Moedas insuficientes,,,,
roomError90_1, 失败, 失敗, Failure,Erro,,,,
roomError118_1,超过上限,超過上限,Exceeding the upper limit,Excedido limite,,,,
roomError118_2,其他错误,其他錯誤,Other Errors,Outros erros,,,,
roomError143_1, 失败 , 失敗 , Failure ,Erro,,,,
roomError143_2,金豆不足,金豆不足,chips Insufficiency,Moedas insuficientes,,,,
roomError148_1,失败,失敗,Failure,Erro,,,,
roomError148_2,操作超时,操作超時,Operation timeout,Excedido limite de tempo,,,,
roomError153_1,失败,失敗,Failure,Erro,,,,
roomError168_1,失败,失敗,Failure,Erro,,,,
roomError171_1,服务器异常,服務器異常, Server exception ,Servidor anormal,,,,
roomError171_2,前一个重购申请中,前壹個重購申請中,In the previous repurchase application,Solicitando pedido de última compra,,,,
roomError171_3,金豆不足,金豆不足, chips Insufficiency,Moedas insuficientes,,,,
roomError171_4,金豆不足,金豆不足, chips Insufficiency,Moedas insuficientes,,,,
roomError171_5, 申请成功，正在审核, 申請成功，正在審核," Successful application, under review","Solicitação efetuada com sucesso, em análise",,,,
roomError171_6, 报名券不足, 報名券不足, Insufficient registration vouchers,Vouchers de registro insuficientes,,,,
roomError171_7, 重购关闭, 重購關閉, Repurchase Closed,Recompra desativada,,,,
roomError171_8, 重购请求被拒绝 , 重購請求被拒絕 , Repurchase request rejected ,Pedido de recompra negado,,,,
roomError171_9,战队在公会信用不足 ,戰隊在公會信用不足 ,Team Credit Insufficient in Congress ,Time não possui crédito suficiente no clube,,,,
roomError171_10, 拆分桌中，无法重购, 拆分桌中，無法重購," Split table, not repurchasable","Impossibilidade de recompra, mesa em divisão",,,,
roomError175_22,弹出重购提示框,彈出重購提示框,Pop-up repurchase prompt box,Notificação de janela de recompra,,,,
roomError236_1, 失败 , 失敗 , Failure ,Erro,,,,
roomError236_2,金豆不足,金豆不足,chips Insufficiency,Moedas insuficientes,,,,
roomError12_5,你已在比赛中，无法观战,妳已在比賽中，無法觀戰,You're in the game so you can't watch other table.,"Você está no meio do jogo, não pode assistir partidas",,,,
roomError28_1,金豆不足,金豆不足,chips Insufficiency,moedas insuficientes,,,,
roomError28_3,超过最大可带入记分牌,超過最大可帶入記分牌,Brouhgt bring in amount over than maximum,Excedeu o placar máximo permitido,,,,
roomError28_9,您所在房间即将结束，无法继续带入,您所在房間即將結束，無法繼續帶入,You can’t bring in because the room is dismissed,"A sala está prestes a encerrar, não permitido recarga",,,,
roomError28_15,账号异常，无法进行游戏，请您联系管理员。,賬號異常，無法進行遊戲，請您聯系管理員。,"Account exception, unable to play, please contact the administrator.","Anormalidade na conta, não foi possível entrar no jogo, por favor entre em contato com o administrador",,,,
roomError28_16,玩家所在公会被联盟踢出,玩家所在公會被聯盟踢出,The player's club is kicked out by the alliance,Clube do jogador expulso pela aliança,,,,
roomError28_17,公会、联盟处于关闭状态时不允许带入,公會、聯盟處於關閉狀態時不允許帶入,Not allowed to bring in when your club or alliance are closed,"Clube, aliança está fechada, não é possível recarga",,,,
roomError300_2,钱包被锁定,錢包被鎖定,Wallet locked,Carteira bloqueada,,,,
roomError300_2,金豆不足无法发弹幕,金幣不足無法發彈幕,chips are not enough to fire bullet screen,Moedas insuficientes para ativar o bate papo ,,,,
roomError28_18,您的钱包已被冻结，请联系客服,您的錢包已被凍結，請聯系客服,"Your wallet has been frozen, please contact customer service","Sua carteira foi desabilitada, por favor entre em contato com nossa central",,,,
Text_TopRemind,金豆数量,金豆數量,chips Amount ,Quantidade de moedas,,,,
Text_CanUsing,当前可提余豆,當前可提余豆,Withdrawable balance,Moedas disponíveis para saque,,,,
Text_NoUsing,当前不可提余豆,當前不可提余豆,Undrawable Balance,Moedas indisponíveis para saque,,,,
Text_Add,充豆,充豆,Recharge,Recarga,,,,
Text_Trans,转豆,轉豆,Transfer,Transferência,,,,
Text_Getchips,提豆,提豆,Withdraw,Saque,,,,
Text_RecordLine,记录,記錄,Record,Registro,,,,
UILogin_BtnLogin,登 录,登 錄,Log in,Acesso,,,,
UILogin_Register,注册账号,註冊賬號,Register,Registro de contra,,,,
UILogin_Forget,找回密码,找回密碼,Forgot your password ,Esqueceu sua senha,,,,
UILogin_Connect,联系客服,聯系客服,Contact us ,Serviço ao consumidor,,,,
UILogin_ChangeLine,切换线路,切換線路,Switching network ,Mudar de linha,,,,
UILogin_InputMoblie,请输入手机号,請輸入手機號,Please enter phone number ,Inserir telefone,,,,
UILogin_InputPW,请输入密码,請輸入密碼,Please enter password,Senha,,,,
UILogin_InputLocal,国家/地区,國家/地區,Country/Region,País/Região,,,,
UILogin_Code,请输入验证码,請輸入驗證碼,please enter validation code ,Código de verificação,,,,
UILogin_NewPW,请输入密码,請輸入密碼,Password,Senha,,,,
UILogin_Invitation,请输入邀请码(选填),請輸入邀請碼(選填),please enter invitation code(optional ),Inserir código de convite (Opcional),,,,
CommitOK,确定,確定,Confirm,Confirmar,,,,
UILogin_ReadOK,阅读并同意《用户协议》,閱讀並同意《用戶協議》,Read and agree to "User Agreement",Leia e concorde com o “Contrato de Usuário”,,,,
UILogin_Select,请选择,請選擇,Select,Selecionar,,,,
UILogin_TitleRegister,注册,註冊,Register,Registrar,,,,
UILogin_GetCode,获取验证码,獲取驗證碼,get code,Código de verificação,,,,
UILogin_HKLine,香港(主线路),香港(主線路),Hong Kong (Main),Hong Kong,,,,
UILogin_EastNosLine,东南亚,東南亞,Southeast Asia,Sudeste Asiático,,,,
UILogin_OtherLine,日韩欧美澳,日韓歐美澳,"Japan,Korea,Europe,America and Australia","Japão, Coréia, Europa, América e Austrália",,,,
UILogin_Desc,*可切换不同的网络路线,*可切換不同的網絡路線,*Can switch network routes,*Pode alterar diferentes rotas de rede,,,,
UILogin_RetrievePWD,找回密码,找回密碼,retrieve password ,Recuperar senha,,,,
UILogin_China,中国,中國,China,China,,,,
UILogin_USA,美国,美國,USA,Estados Unidos da América,,,,
UILogin_Canada,加拿大,加拿大,Canada,Canadá,,,,
UILogin_Singapore,新加坡,新加坡,Singapore,Singapura,,,,
UILogin_Britain,英国,英國,UK,Reino Unido,,,,
UILogin_France,菲律宾,菲律賓,Philippines,Filipinas,,,,
UILogin_SelectLocal,选择地区,選擇地區,Select Area,Seleciona Área,,,,
UILogin_GLI,通过GLI认证,通過GLI認證,certificate by GLI,Certificação através de GLI,,,,
UIMine_ShareGolden,分享赚金豆,分享賺金豆,Promote,Promover ,,,,
ShareItem1,成为推广员,成為推廣員,Become a Promoter,Se tornar promotor,,,,
ShareItem2,业绩查询,業績查詢,Performance Query,Consulta de desempenho,,,,
ShareItem3,推广员管理,推廣員管理,Promoter Management,Gerenciamento de promotor,,,,
ShareItem4,常见问题,常見問題,Frequent Asked Questions,Perguntas frequentes,,,,
UIMine_PromotersManage,推广员管理,推廣員管理,Promoter Management,Gerenciamento de promotor,,,,
Search,请输入玩家昵称,請輸入玩家暱稱,player nicknme,Nome do usuário ,,,,
SearchPeopleId,请输入推广员ID或昵称查询,請輸入推廣員ID或昵稱查詢,Promoter ID or nickname,Por favor inserir usuário ou ID do promotor para consulta,,,,
MyDownPeople,我的直属推广员:,我的直屬推廣員:,My underling:,Meu promotor direto:,,,,
TodayUp,今日新增:,今日新增:,Increased:,Novos registros:,,,,
Ranking,排名,排名,Rank,Rank,,,,
NickName,昵称,昵稱,nickname ,Usuário,,,,
ToweekCount,本周业绩,本周業績,weekly Perf,Performance semanal,,,,
TeamNum,团队人数,團隊人數,member of team ,Número de membros,,,,
UIMine_AchievementQuery,业绩查询,業績查詢,Performance,Performance,,,,
MyAchie,我的业绩,我的業績,My Pref,Minha performance,,,,
Mychips,我的返豆,我的返豆,My Bonus,Meu bônus,,,,
TimeItem,时间,時間,Date,Data ,,,,
ToweekAch,本月业绩/记分牌,本月業績/記分牌,Current Month/score,Placar Mensal/Pontuação,,,,
SelectWeek,本月业绩(记分牌)^本月返豆(金豆),本月業績(記分牌)^本月返豆(金豆),Cur. Month(score)^Cur. Month(chips),Placar Mensal(Pontuação)^Bônus mensal (Moedas),,,,
SelectAch,今日业绩(记分牌)^昨日返豆(金豆),今日業績(記分牌)^昨日返豆(金豆),Today(score)^Yesterday(chips),Placar Mensal(Pontuação)^Bônus de ontem (Moedas),,,,
UIClub_SelectProps,选择道具,選擇道具,Choose props,Escolha adereços,,,,
UIClub_SendPropsContent,是否发放{0}给{1}(ID:{2})？,是否發放{0}給{1}(ID:{2})？,Will {0} be issued to {1} (ID:{2})?,Você emite {0} para {1} (ID: {2})?,,,,
UIClub_SendPropsSucceed,发放成功,發放成功, issued Successfully,Emitido com sucesso,,,,
UIClub_SendSelectProps,请选择道具,請選擇道具,Please select props,"Por favor, selecione ferramentas ",,,,
UIClub_Send,公会发放,公會發放,Guild issue,Distribuição do Clube,,,,
UIClub_recycle,公会回收,公會回收,Guild recycling,Reciclagem do Clube,,,,
UIClub_Insurance_Share,保险分成,保險分成,Insurance profit sharing,Participação do seguro,,,,
UIClub_VIP_Insurance_Share,贵宾保险分成,貴賓保險分成,VIP insurance profit sharing,Participação do seguro VIP,,,,
UIClub_Props_are_divided,道具分成,道具分成,Props profit  sharing,Compartilhamento de ferramentas,,,,
UIClub_Service_fee_sharing,服务费分成,服務費分成,Service fee profit sharing,Taxa de serviço,,,,
UIClub_Alliance_issue,联盟发放,聯盟發放,Alliance issued,Distribuição da Aliança,,,,
UIClub_Alliance_recycling,联盟回收,聯盟回收,Alliance recycling,Reciclagem da Aliança,,,,
UIMine_Wallet_MTT,MTT分成,MTT分成,MTT profit sharing,Divisão MTT,,,,
UIMine_WalletMyMTTId,比赛ID,比赛ID,Match ID,ID de correspondência,,,,
UIMine_WalletMyPaiId,牌局ID,牌局ID,table ID,ID do Jogo,,,,
UIMine_WalletMyChangedGold,变动后金额,變動後金額,Amount after change,Valor após alteração,,,,
UIMine_WalletVIP_Cowboy,贵宾牛仔分成,貴賓牛仔分成,VIP cowboy profit sharing,Quantidade de VIP,,,,
UIMine_Wallet_Cowboy,牛仔分成,牛仔分成,Cowboy profit sharing,Cowboy split,,,,
UIMine_WalletVIP_MTT,贵宾MTT分成,貴賓MTT分成,VIP MTT profit sharing,Quantidade de MTT VIP,,,,
UIMine_WalletVIP_Rebate,贵宾返点,貴賓返點,VIP rebate,Bônus VIP,,,,
UIMine_WalletItem_Consumption,道具消费,道具消費,Item consumption,Compra de Ferramentas,,,,
UIMine_WalletMTT_Redemption,奖励兑换,獎勵兌換,Reward Redemption,Troca de prêmios,,,,
UIMine_WalletMTT_Refund,MTT退费,MTT退費,MTT Refund,Reembolso MTT,,,,
UIMine_WalletMTT_SignUp,MTT报名,MTT報名,MTT Sign up,Registro MTT,,,,
UIMine_WalletMTT_Rewards,MTT奖励,MTT獎勵,MTT Rewards,Prêmios MTT,,,,
UIMine_WalletMTT_OutPlayer,踢出玩家,踢出玩家,Kick Player,Expulsar Jogador,,,,
UIMine_WalletMTT_PlayerExit,玩家退出,玩家退出,Player Exit,Jogador saiu,,,,
UIMine_MTTWalletBringOut,报名退费,報名退費,Registration refund,Reembolso de registro,,,,
UIMine_WalletBringOut,带出,帶出,Bring out,Retirada,,,,
UIMine_WalletVIP_Sub-insurance,贵宾分保险 ,貴賓分保險,VIP Sub-insurance,Seguro VIP,,,,
